Coluna1	Coluna2	Coluna3	Coluna4	 Coluna5 	Coluna6	Coluna7	Coluna8	Coluna9	Coluna10	Coluna11
Flaviana		Excel BI		1910	11	40308	Pessoa Física	Rossana	Personalizado	Minas Gerais
Santoro		Excel VBA Básico		2240	9	40936	Pessoa Física	Euletério	Manhã	Paraná
Leudissandro		Excel VBA avançado		2479	12	41010	Pessoa Jurídica	Fábio	Tarde	Paraná
Paola		Access + VBA		3200	8	42470	Pessoa Jurídica	Joaquim	Noite	Rio de Janeiro
Andrázio		JavaScript Básico		3921	9	40511	Pessoa Jurídica	Lívia	Integral	Rio de Janeiro
Luciana		JavaScript Avançado		780	8	40667	Pessoa Física	Fábio	Madrugada	Rio de Janeiro
Florisbela		SQL Básico		980	9	42208	Pessoa Jurídica	Joaquim	Sexta-feira	Rio de Janeiro
Leonardo		SQL Avançado		1020	9	40498	Pessoa Física	Lívia	Sábado	Rio de Janeiro
Carlitos		Css Básico		1340	11	42303	Pessoa Física	Rossana	Personalizado	Rio de Janeiro
Flaviana		Css Avançado		1870	11	42326	Pessoa Física	Euletério	Manhã	Rio de Janeiro
Santoro		MySQL		1910	11	40371	Pessoa Jurídica	Fábio	Tarde	Rio de Janeiro
Leudissandro		HTML 220		2240	9	40864	Pessoa Jurídica	Joaquim	Noite	Rio de Janeiro
Paola		Excel Básico		2479	12	40674	Pessoa Jurídica	Lívia	Integral	Rio de Janeiro
Andrázio		Excel Intermediário		3200	8	42054	Pessoa Física	Rossana	Madrugada	Rio de Janeiro
Luciana		Excel Avançado		3921	10	40995	Pessoa Jurídica	Euletério	Domingo	Rio Grande do Sul
Florisbela		Excel BI		780	12	42347	Pessoa Física	Fábio	Segunda-feira	Santa Catarina
Leonardo		Excel VBA Básico		980	12	40947	Pessoa Física	Joaquim	Personalizado	Santa Catarina
Carlitos		Excel VBA avançado		1020	12	40064	Pessoa Física	Lívia	Manhã	Santa Catarina
Flaviana		Access + VBA		1340	11	41712	Pessoa Jurídica	Rossana	Tarde	São Paulo
Santoro		JavaScript Básico		1870	11	40533	Pessoa Jurídica	Euletério	Noite	São Paulo
Leudissandro		JavaScript Avançado		1910	12	41509	Pessoa Jurídica	Fábio	Integral	São Paulo
Paola		SQL Básico		2240	11	41623	Pessoa Física	Joaquim	Madrugada	São Paulo
Andrázio		SQL Avançado		2479	10	42265	Pessoa Jurídica	Lívia	Terça-feira	São Paulo
Luciana		Css Básico		3200	9	41432	Pessoa Física	Rossana	Quarta-feira	São Paulo
Florisbela		Css Avançado		3921	10	40471	Pessoa Física	Euletério	Personalizado	São Paulo
Leonardo		MySQL		780	9	41572	Pessoa Física	Fábio	Manhã	São Paulo
Carlitos		HTML 221		980	11	40021	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Flaviana		Excel Básico		1020	11	40993	Pessoa Jurídica	Lívia	Noite	São Paulo
Santoro		Excel Intermediário		1340	9	40068	Pessoa Jurídica	Rossana	Integral	São Paulo
Leudissandro		Excel Avançado		1870	9	42278	Pessoa Física	Euletério	Madrugada	São Paulo
Paola		Excel BI		1910	11	41376	Pessoa Jurídica	Fábio	Quinta-feira	São Paulo
Andrázio		Excel VBA Básico		2240	8	40677	Pessoa Física	Joaquim	Sexta-feira	São Paulo
Luciana		Excel VBA avançado		2479	8	40730	Pessoa Física	Lívia	Personalizado	São Paulo
Florisbela		Access + VBA		3200	9	40400	Pessoa Física	Fábio	Manhã	São Paulo
Leonardo		JavaScript Básico		3921	12	40818	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Carlitos		JavaScript Avançado		780	12	40457	Pessoa Jurídica	Lívia	Noite	São Paulo
Flaviana		SQL Básico		980	12	41605	Pessoa Jurídica	Rossana	Integral	São Paulo
Santoro		SQL Avançado		1020	9	42147	Pessoa Física	Euletério	Madrugada	São Paulo
Leudissandro		Css Básico		1340	10	40093	Pessoa Jurídica	Fábio	Sábado	São Paulo
Paola		Css Avançado		1870	9	40127	Pessoa Física	Joaquim	Domingo	São Paulo
Andrázio		MySQL		1910	9	41428	Pessoa Física	Lívia	Personalizado	São Paulo
Luciana		HTML 222		2240	8	42400	Pessoa Física	Rossana	Manhã	São Paulo
Florisbela		Excel Básico		2479	12	41662	Pessoa Jurídica	Euletério	Tarde	São Paulo
Leonardo		Excel Intermediário		3200	10	40760	Pessoa Jurídica	Fábio	Noite	São Paulo
Carlitos		Excel Avançado		3921	10	42072	Pessoa Jurídica	Joaquim	Integral	São Paulo
Flaviana		Excel BI		780	12	40604	Pessoa Física	Lívia	Madrugada	São Paulo
Santoro		Excel VBA Básico		980	11	40057	Pessoa Jurídica	Rossana	Segunda-feira	São Paulo
Leudissandro		Excel VBA avançado		1020	8	42458	Pessoa Física	Euletério	Terça-feira	São Paulo
Paola		Access + VBA		1340	12	40075	Pessoa Física	Fábio	Personalizado	São Paulo
Andrázio		JavaScript Básico		1870	12	41654	Pessoa Física	Joaquim	Manhã	São Paulo
Luciana		JavaScript Avançado		1910	8	41072	Pessoa Jurídica	Lívia	Tarde	São Paulo
Florisbela		SQL Básico		2240	8	40084	Pessoa Jurídica	Rossana	Noite	São Paulo
Leonardo		SQL Avançado		2479	8	41862	Pessoa Jurídica	Euletério	Integral	São Paulo
Carlitos		Css Básico		3200	11	40361	Pessoa Física	Fábio	Madrugada	São Paulo
Flaviana		Css Avançado		3921	12	42179	Pessoa Jurídica	Joaquim	Quarta-feira	São Paulo
Santoro		MySQL		780	8	41777	Pessoa Física	Lívia	Quinta-feira	São Paulo
Leudissandro		HTML 223		980	12	42372	Pessoa Física	Rossana	Personalizado	São Paulo
Paola		Excel Básico		1020	10	40370	Pessoa Física	Euletério	Manhã	Bahia
Andrázio		Excel Intermediário		1340	12	40178	Pessoa Jurídica	Fábio	Tarde	Brasília
Luciana		Excel Avançado		1870	9	41860	Pessoa Jurídica	Joaquim	Noite	Ceará
Florisbela		Excel BI		1910	12	40226	Pessoa Jurídica	Lívia	Integral	Goiás
Leonardo		Excel VBA Básico		2240	10	40691	Pessoa Física	Fábio	Madrugada	Minas Gerais
Carlitos		Excel VBA avançado		2479	11	42245	Pessoa Jurídica	Joaquim	Sexta-feira	Minas Gerais
Flaviana		Access + VBA		3200	8	42470	Pessoa Física	Lívia	Sábado	Minas Gerais
Santoro		JavaScript Básico		3921	10	41406	Pessoa Física	Rossana	Personalizado	Minas Gerais
Leudissandro		JavaScript Avançado		780	10	42014	Pessoa Física	Euletério	Manhã	Paraná
Paola		SQL Básico		980	9	41117	Pessoa Jurídica	Fábio	Tarde	Pernambuco
Andrázio		SQL Avançado		1020	12	42205	Pessoa Jurídica	Joaquim	Noite	Pernambuco
Luciana		Css Básico		1340	12	41961	Pessoa Jurídica	Lívia	Integral	Pernambuco
Florisbela		Css Avançado		1870	12	40631	Pessoa Física	Rossana	Madrugada	Rio de Janeiro
Leonardo		MySQL		1910	12	42428	Pessoa Jurídica	Euletério	Domingo	Rio de Janeiro
Carlitos		HTML 224		2240	12	41004	Pessoa Física	Fábio	Segunda-feira	Rio de Janeiro
Flaviana		Excel Básico		2479	9	40064	Pessoa Física	Joaquim	Personalizado	Rio de Janeiro
Santoro		Excel Intermediário		3200	11	42198	Pessoa Física	Lívia	Manhã	Rio Grande do Sul
Leudissandro		Excel Avançado		3921	10	41491	Pessoa Jurídica	Rossana	Tarde	Rio Grande do Sul
Paola		Excel BI		780	10	40873	Pessoa Jurídica	Euletério	Noite	São Paulo
Andrázio		Excel VBA Básico		980	8	40071	Pessoa Jurídica	Fábio	Integral	São Paulo
Luciana		Excel VBA avançado		1020	12	42109	Pessoa Física	Joaquim	Madrugada	São Paulo
Florisbela		Access + VBA		1340	9	42305	Pessoa Jurídica	Lívia	Terça-feira	São Paulo
Leonardo		JavaScript Básico		1870	9	41457	Pessoa Física	Rossana	Quarta-feira	São Paulo
Carlitos		JavaScript Avançado		1910	9	41195	Pessoa Física	Euletério	Personalizado	São Paulo
Flaviana		SQL Básico		2240	9	42337	Pessoa Física	Fábio	Manhã	São Paulo
Santoro		SQL Avançado		2479	11	40924	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Leudissandro		Css Básico		3200	8	40008	Pessoa Jurídica	Lívia	Noite	São Paulo
Paola		Css Avançado		3921	10	41374	Pessoa Jurídica	Rossana	Integral	São Paulo
Andrázio		MySQL		780	10	42017	Pessoa Física	Euletério	Madrugada	Bahia
Luciana		HTML 225		980	11	42016	Pessoa Jurídica	Fábio	Quinta-feira	Bahia
Florisbela		Excel Básico		1020	9	41101	Pessoa Física	Joaquim	Sexta-feira	Bahia
Leonardo		Excel Intermediário		1340	9	41086	Pessoa Física	Lívia	Personalizado	Minas Gerais
Carlitos		Excel Avançado		1870	12	41054	Pessoa Física	Fábio	Manhã	Minas Gerais
Flaviana		Excel BI		1910	8	41494	Pessoa Jurídica	Joaquim	Tarde	Minas Gerais
Santoro		Excel VBA Básico		2240	8	42112	Pessoa Jurídica	Lívia	Noite	Minas Gerais
Leudissandro		Excel VBA avançado		2479	10	42186	Pessoa Jurídica	Rossana	Integral	Minas Gerais
Paola		Access + VBA		3200	8	40635	Pessoa Física	Euletério	Madrugada	Minas Gerais
Andrázio		JavaScript Básico		3921	8	40625	Pessoa Jurídica	Fábio	Sábado	Minas Gerais
Luciana		JavaScript Avançado		780	12	40987	Pessoa Física	Joaquim	Domingo	Paraíba
Florisbela		SQL Básico		980	10	42000	Pessoa Física	Lívia	Personalizado	Paraná
Leonardo		SQL Avançado		1020	12	40955	Pessoa Física	Rossana	Manhã	Paraná
Carlitos		Css Básico		1340	12	41016	Pessoa Jurídica	Euletério	Tarde	Paraná
Flaviana		Css Avançado		1870	12	40448	Pessoa Jurídica	Fábio	Noite	Paraná
Santoro		MySQL		1910	10	41924	Pessoa Jurídica	Joaquim	Integral	Rio de Janeiro
Leudissandro		HTML 226		2240	12	40288	Pessoa Física	Lívia	Madrugada	Rio Grande do Sul
Paola		Excel Básico		2479	8	40210	Pessoa Jurídica	Rossana	Segunda-feira	Rio Grande do Sul
Andrázio		Excel Intermediário		3200	9	41729	Pessoa Física	Euletério	Terça-feira	Rio Grande do Sul
Luciana		Excel Avançado		3921	10	41987	Pessoa Física	Fábio	Personalizado	Rio Grande do Sul
Florisbela		Excel BI		780	8	40613	Pessoa Física	Joaquim	Manhã	Rio Grande do Sul
Leonardo		Excel VBA Básico		980	9	41189	Pessoa Jurídica	Lívia	Tarde	Santa Catarina
Carlitos		Excel VBA avançado		1020	11	40649	Pessoa Jurídica	Rossana	Noite	Santa Catarina
Flaviana		Access + VBA		1340	10	40204	Pessoa Jurídica	Euletério	Integral	São Paulo
Santoro		JavaScript Básico		1870	11	40485	Pessoa Física	Fábio	Madrugada	São Paulo
Leudissandro		JavaScript Avançado		1910	10	41056	Pessoa Jurídica	Joaquim	Quarta-feira	São Paulo
Paola		SQL Básico		2240	8	40529	Pessoa Física	Lívia	Quinta-feira	São Paulo
Andrázio		SQL Avançado		2479	10	40010	Pessoa Física	Rossana	Personalizado	São Paulo
Luciana		Css Básico		3200	11	42223	Pessoa Física	Euletério	Manhã	São Paulo
Florisbela		Css Avançado		3921	8	41957	Pessoa Jurídica	Fábio	Tarde	São Paulo
Leonardo		MySQL		780	10	40808	Pessoa Jurídica	Joaquim	Noite	São Paulo
Carlitos		HTML 227		980	9	41509	Pessoa Jurídica	Lívia	Integral	São Paulo
Flaviana		Excel Básico		1020	12	41237	Pessoa Física	Fábio	Madrugada	São Paulo
Santoro		Excel Intermediário		1340	9	42089	Pessoa Jurídica	Joaquim	Sexta-feira	São Paulo
Leudissandro		Excel Avançado		1870	10	40775	Pessoa Física	Lívia	Sábado	São Paulo
Paola		Excel BI		1910	11	40260	Pessoa Física	Rossana	Personalizado	São Paulo
Andrázio		Excel VBA Básico		2240	12	41279	Pessoa Física	Euletério	Manhã	São Paulo
Luciana		Excel VBA avançado		2479	8	42209	Pessoa Jurídica	Fábio	Tarde	São Paulo
Florisbela		Access + VBA		3200	8	42406	Pessoa Jurídica	Joaquim	Noite	São Paulo
Leonardo		JavaScript Básico		3921	11	42424	Pessoa Jurídica	Lívia	Integral	São Paulo
Carlitos		JavaScript Avançado		780	11	40789	Pessoa Física	Rossana	Madrugada	São Paulo
Flaviana		SQL Básico		980	10	41158	Pessoa Jurídica	Euletério	Domingo	São Paulo
Santoro		SQL Avançado		1020	11	40738	Pessoa Física	Fábio	Segunda-feira	São Paulo
Leudissandro		Css Básico		1340	12	40482	Pessoa Física	Joaquim	Personalizado	São Paulo
Paola		Css Avançado		1870	10	41311	Pessoa Física	Lívia	Manhã	São Paulo
Andrázio		MySQL		1910	9	40570	Pessoa Jurídica	Rossana	Tarde	São Paulo
Luciana		HTML 228		2240	11	41699	Pessoa Jurídica	Euletério	Noite	São Paulo
Florisbela		Excel Básico		2479	9	40998	Pessoa Jurídica	Fábio	Integral	São Paulo
Leonardo		Excel Intermediário		3200	10	40125	Pessoa Física	Joaquim	Madrugada	São Paulo
Carlitos		Excel Avançado		3921	8	40986	Pessoa Jurídica	Lívia	Terça-feira	São Paulo
Flaviana		Excel BI		780	10	41108	Pessoa Física	Rossana	Quarta-feira	São Paulo
Santoro		Excel VBA Básico		980	12	41612	Pessoa Física	Euletério	Personalizado	São Paulo
Leudissandro		Excel VBA avançado		1020	12	40225	Pessoa Física	Fábio	Manhã	São Paulo
Paola		Access + VBA		1340	12	41549	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Andrázio		JavaScript Básico		1870	12	41717	Pessoa Jurídica	Lívia	Noite	São Paulo
Luciana		JavaScript Avançado		1910	8	40309	Pessoa Jurídica	Rossana	Integral	São Paulo
Florisbela		SQL Básico		2240	10	41298	Pessoa Física	Euletério	Madrugada	São Paulo
Leonardo		SQL Avançado		2479	9	40725	Pessoa Jurídica	Fábio	Quinta-feira	São Paulo
Carlitos		Css Básico		3200	10	41429	Pessoa Física	Joaquim	Sexta-feira	São Paulo
Flaviana		Css Avançado		3921	8	40490	Pessoa Física	Lívia	Personalizado	Bahia
Santoro		MySQL		780	8	40294	Pessoa Física	Fábio	Manhã	Bahia
Leudissandro		HTML 229		980	11	40341	Pessoa Jurídica	Joaquim	Tarde	Bahia
Paola		Excel Básico		1020	11	42111	Pessoa Jurídica	Lívia	Noite	Bahia
Andrázio		Excel Intermediário		1340	10	40717	Pessoa Jurídica	Rossana	Integral	Bahia
Luciana		Excel Avançado		1870	11	40468	Pessoa Física	Euletério	Madrugada	Bahia
Florisbela		Excel BI		1910	10	41357	Pessoa Jurídica	Fábio	Sábado	Bahia
Leonardo		Excel VBA Básico		2240	12	41993	Pessoa Física	Joaquim	Domingo	Bahia
Carlitos		Excel VBA avançado		2479	8	41392	Pessoa Física	Lívia	Personalizado	Bahia
Flaviana		Access + VBA		3200	9	41196	Pessoa Física	Rossana	Manhã	Bahia
Santoro		JavaScript Básico		3921	10	41155	Pessoa Jurídica	Euletério	Tarde	Bahia
Leudissandro		JavaScript Avançado		780	12	40337	Pessoa Jurídica	Fábio	Noite	Brasília
Paola		SQL Básico		980	9	41078	Pessoa Jurídica	Joaquim	Integral	Ceará
Andrázio		SQL Avançado		1020	9	41681	Pessoa Física	Lívia	Madrugada	Ceará
Luciana		Css Básico		1340	8	41894	Pessoa Jurídica	Rossana	Segunda-feira	Ceará
Florisbela		Css Avançado		1870	9	42121	Pessoa Física	Euletério	Terça-feira	Ceará
Leonardo		MySQL		1910	12	40333	Pessoa Física	Fábio	Personalizado	Ceará
Carlitos		HTML 230		2240	9	41535	Pessoa Física	Joaquim	Manhã	Goiás
Flaviana		Excel Básico		2479	11	41141	Pessoa Jurídica	Lívia	Tarde	Minas Gerais
Santoro		Excel Intermediário		3200	10	40811	Pessoa Jurídica	Rossana	Noite	Pernambuco
Leudissandro		Excel Avançado		3921	12	40023	Pessoa Jurídica	Euletério	Integral	Pernambuco
Paola		Excel BI		780	12	40564	Pessoa Física	Fábio	Madrugada	Pernambuco
Andrázio		Excel VBA Básico		980	11	40981	Pessoa Jurídica	Joaquim	Quarta-feira	Pernambuco
Luciana		Excel VBA avançado		1020	12	41269	Pessoa Física	Lívia	Quinta-feira	Pernambuco
Florisbela		Access + VBA		1340	9	40302	Pessoa Física	Rossana	Personalizado	Pernambuco
Leonardo		JavaScript Básico		1870	8	42485	Pessoa Física	Euletério	Manhã	Pernambuco
Carlitos		JavaScript Avançado		1910	10	41140	Pessoa Jurídica	Fábio	Tarde	Pernambuco
Flaviana		SQL Básico		2240	10	42310	Pessoa Jurídica	Joaquim	Noite	Rio Grande do Sul
Santoro		SQL Avançado		2479	8	40182	Pessoa Jurídica	Lívia	Integral	Rio Grande do Sul
Leudissandro		Css Básico		3200	12	40028	Pessoa Física	Fábio	Madrugada	Rio Grande do Sul
Paola		Css Avançado		3921	12	40574	Pessoa Jurídica	Joaquim	Sexta-feira	Rio Grande do Sul
Andrázio		MySQL		780	12	40391	Pessoa Física	Lívia	Sábado	Rio Grande do Sul
Luciana		HTML 231		980	11	41304	Pessoa Física	Rossana	Personalizado	Rio Grande do Sul
Florisbela		Excel Básico		1020	9	41855	Pessoa Física	Euletério	Manhã	Rio Grande do Sul
Leonardo		Excel Intermediário		1340	11	42418	Pessoa Jurídica	Fábio	Tarde	Rio Grande do Sul
Carlitos		Excel Avançado		1870	12	40318	Pessoa Jurídica	Joaquim	Noite	Santa Catarina
Flaviana		Excel BI		1910	11	42307	Pessoa Jurídica	Lívia	Integral	São Paulo
Santoro		Excel VBA Básico		2240	12	41902	Pessoa Física	Rossana	Madrugada	São Paulo
Leudissandro		Excel VBA avançado		2479	12	40846	Pessoa Jurídica	Euletério	Domingo	São Paulo
Paola		Access + VBA		3200	11	42401	Pessoa Física	Fábio	Segunda-feira	São Paulo
Andrázio		JavaScript Básico		3921	8	41887	Pessoa Física	Joaquim	Personalizado	São Paulo
Luciana		JavaScript Avançado		780	9	40292	Pessoa Física	Lívia	Manhã	São Paulo
Florisbela		SQL Básico		980	12	41601	Pessoa Jurídica	Rossana	Tarde	São Paulo
Leonardo		SQL Avançado		1020	9	41620	Pessoa Jurídica	Euletério	Noite	São Paulo
Carlitos		Css Básico		1340	10	40229	Pessoa Jurídica	Fábio	Integral	São Paulo
Flaviana		Css Avançado		1870	11	40439	Pessoa Física	Joaquim	Madrugada	São Paulo
Santoro		MySQL		1910	12	42135	Pessoa Jurídica	Lívia	Terça-feira	São Paulo
Leudissandro		HTML 232		2240	8	41549	Pessoa Física	Rossana	Quarta-feira	São Paulo
Paola		Excel Básico		2479	10	40628	Pessoa Física	Euletério	Personalizado	São Paulo
Andrázio		Excel Intermediário		3200	12	41430	Pessoa Física	Fábio	Manhã	São Paulo
Luciana		Excel Avançado		3921	10	40056	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Florisbela		Excel BI		780	11	42476	Pessoa Jurídica	Lívia	Noite	São Paulo
Leonardo		Excel VBA Básico		980	10	41527	Pessoa Jurídica	Rossana	Integral	São Paulo
Carlitos		Excel VBA avançado		1020	9	41339	Pessoa Física	Euletério	Madrugada	São Paulo
Flaviana		Access + VBA		1340	10	40409	Pessoa Jurídica	Fábio	Quinta-feira	São Paulo
Santoro		JavaScript Básico		1870	9	40669	Pessoa Física	Joaquim	Sexta-feira	São Paulo
Leudissandro		JavaScript Avançado		1910	10	41020	Pessoa Física	Lívia	Personalizado	São Paulo
Paola		SQL Básico		2240	9	41140	Pessoa Física	Fábio	Manhã	São Paulo
Andrázio		SQL Avançado		2479	12	40134	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Luciana		Css Básico		3200	12	41220	Pessoa Jurídica	Lívia	Noite	São Paulo
Florisbela		Css Avançado		3921	11	40643	Pessoa Jurídica	Rossana	Integral	São Paulo
Leonardo		MySQL		780	9	42340	Pessoa Física	Euletério	Madrugada	São Paulo
Carlitos		HTML 233		980	11	41306	Pessoa Jurídica	Fábio	Sábado	São Paulo
Flaviana		Excel Básico		1020	9	42297	Pessoa Física	Joaquim	Domingo	São Paulo
Santoro		Excel Intermediário		1340	9	41598	Pessoa Física	Lívia	Personalizado	São Paulo
Leudissandro		Excel Avançado		1870	12	40990	Pessoa Física	Rossana	Manhã	São Paulo
Paola		Excel BI		1910	9	42343	Pessoa Jurídica	Euletério	Tarde	São Paulo
Andrázio		Excel VBA Básico		2240	10	40597	Pessoa Jurídica	Fábio	Noite	São Paulo
Luciana		Excel VBA avançado		2479	11	40432	Pessoa Jurídica	Joaquim	Integral	São Paulo
Florisbela		Access + VBA		3200	10	40797	Pessoa Física	Lívia	Madrugada	São Paulo
Leonardo		JavaScript Básico		3921	12	42387	Pessoa Jurídica	Rossana	Segunda-feira	São Paulo
Carlitos		JavaScript Avançado		780	12	41035	Pessoa Física	Euletério	Terça-feira	São Paulo
Flaviana		SQL Básico		980	9	40798	Pessoa Física	Fábio	Personalizado	São Paulo
Santoro		SQL Avançado		1020	11	42448	Pessoa Física	Joaquim	Manhã	São Paulo
Leudissandro		Css Básico		1340	9	40225	Pessoa Jurídica	Lívia	Tarde	São Paulo
Paola		Css Avançado		1870	11	41663	Pessoa Jurídica	Rossana	Noite	São Paulo
Andrázio		MySQL		1910	12	40268	Pessoa Jurídica	Euletério	Integral	São Paulo
Luciana		HTML 234		2240	12	41069	Pessoa Física	Fábio	Madrugada	São Paulo
Florisbela		Excel Básico		2479	10	42015	Pessoa Jurídica	Joaquim	Quarta-feira	São Paulo
Leonardo		Excel Intermediário		3200	8	42354	Pessoa Física	Lívia	Quinta-feira	São Paulo
Carlitos		Excel Avançado		3921	8	40911	Pessoa Física	Rossana	Personalizado	São Paulo
Flaviana		Excel BI		780	12	42194	Pessoa Física	Euletério	Manhã	São Paulo
Santoro		Excel VBA Básico		980	10	40542	Pessoa Jurídica	Fábio	Tarde	São Paulo
Leudissandro		Excel VBA avançado		1020	11	40615	Pessoa Jurídica	Joaquim	Noite	São Paulo
Paola		Access + VBA		1340	12	40371	Pessoa Jurídica	Lívia	Integral	São Paulo
Andrázio		JavaScript Básico		1870	8	40870	Pessoa Física	Fábio	Madrugada	São Paulo
Luciana		JavaScript Avançado		1910	12	40425	Pessoa Jurídica	Joaquim	Sexta-feira	Sergipe
Florisbela		SQL Básico		2240	9	40721	Pessoa Física	Lívia	Sábado	Alagoas
Leonardo		SQL Avançado		2479	9	42356	Pessoa Física	Rossana	Personalizado	Amazonas
Carlitos		Css Básico		3200	8	40622	Pessoa Física	Euletério	Manhã	Bahia
Flaviana		Css Avançado		3921	8	41769	Pessoa Jurídica	Fábio	Tarde	Bahia
Santoro		MySQL		780	8	40044	Pessoa Jurídica	Joaquim	Noite	Ceará
Leudissandro		HTML 235		980	12	40628	Pessoa Jurídica	Lívia	Integral	Ceará
Paola		Excel Básico		1020	11	40498	Pessoa Física	Rossana	Madrugada	Ceará
Andrázio		Excel Intermediário		1340	10	40462	Pessoa Jurídica	Euletério	Domingo	Ceará
Luciana		Excel Avançado		1870	8	42190	Pessoa Física	Fábio	Segunda-feira	Espírito Santo
Florisbela		Excel BI		1910	12	40812	Pessoa Física	Joaquim	Personalizado	Goiás
